cva,name,street,city,state and zip
1823,Apartments at the Greens,400 Falcon Ct,Westminister, MD 21158
1824,Merrifield Village Apts,8130 Prescott Dr,Vienna, VA 22180
1825,Dunlea Apts,7581 Westfield Rd,Baltimore, MD 21222
1826,Dara Gardens 1,150 11 72 Rd,Kew Gardens Hills, NY 11367
1827,Dara Gardens 2,150 11 72 Rd,Kew Gardens Hills, NY 11367
1828,Dara Gardens 3,150 11 72 Rd,Kew Gardens Hills, NY 11367
1829,Dara Gardens 4,150 11 72 Rd,Kew Gardens Hills, NY 11367
1830,Dara Gardens 5,150 11 72 Rd,Kew Gardens Hills, NY 11367
1831,Dara Gardens 6,150 11 72 Rd,Kew Gardens Hills, NY 11367
1832,Dara Gardens 7,150 11 72 Rd,Kew Gardens Hills, NY 11367
1833,Dara Gardens 8,150 11 72 Rd,Kew Gardens Hills, NY 11367
1834,Scarborough House,1000 East Ave,Rochester, NY 14607
1835,Foxpointe Apts,14402 Pavilion Point,Houston, TX 77083
1836,287 Harman St,287 Harman St,Brooklyn, NY 11237
1837,1515 Fulton St,1516 Fulton St,Brooklyn, NY 11216
1838,205 Central Ave,205 Central Ave,Brooklyn, NY 11221
1839,Brookhaven National Lab,258 Brookhaven Nat'l Lab,Upton, NY 11973
1840,Lincoln Towers,64 Lincoln Ave,New Rochelle, NY 10801
1841,Colonial Village LTD,7550 Stirling Rd,Hollywood, FL 00033-3021
1842,Palms at Forest Hill,2940 Forest Hills Blvd,Coral Springs, FL 33065
1843,Palmer Park Apts,1301 E San Miguel St,Colorado Springs, CO 80909
1844,Cascades,3550 E Campbell Ave,Phoenix, AZ 85018
1845,Lord Baron Apts,8 Baron Park Ln,Burlington, MA 01803
1846,Lakeshore Club Apts,6900 Concord Dr,Tampa, FL 33614
1847,Eagle Rock II,3760 University Blvd S,Jacksonville, FL 32216
1848,Georgetwon Park,2100 Georgetown Parkway,Fenton, MI 48430
1849,Larchmont Estates,1233 Cribb St,Toledo, OH 43612
1850,135 Prospect Park W,135 Prospect Park W,Brooklyn, NY 11215
1852,Hammerly Walk Apts,8787 Hammerly Blvd,Houston, TX 77080
1853,Greenwich Court,275 Greenwich St,New York, NY 10007
1854,604 Seneca Ave,604 Seneca Ave,Brooklyn, NY 11385
1855,Ocean Beach,141 Beach 56th Place,Arverne, NY 11692
1856,Oakview Apts,1701 E Broad St,Millville, NJ 08332
1857,3034 Albany Crescent,11 Locust Ave,New Rochelle, NY 10801
1858,45 Plaza St W,45 Plaza St W,Brooklyn, NY 11217
1859,Brevard,245 E 54 St,New York, NY 10022
1860,Deer Park Gardens,7329 Carrie Ln,Deer Park, TX 77536
1861,Catalina Apt,11555 Bissonnet St,Houston, TX 77099
1862,Avalon at Royal Oak Apts,2310 Crescent Park Dr,Houston, TX 77077
1863,Park Town Apts - Community Room,3857 Flowerfield Rd - Community Room,Norfolk, VA 23518
1864,Pullman Wheel Works,901 E 104 St,Chicago, IL 60628
1865,Powder Mill Village,3625 Powder Mill Rd,Beltsville, MD 20705
1866,Ascott Place Apartments,14006 Saulk Court,Tampa, FL 33613
1867,33-15 81 St,33-15 81 St,Jackson Heights, NY 11372
1868,33-26 82 St,33-26 82 St,Jackson Heights, NY 11372
1869,Marianapolis - Villa Maria,26 Chase Road,Thompson, CT 06277
1870,Marianapolis - Villa St Joseph,26 Chase Road,Thompson, CT 06277
1871,Marianapolis - Bayer,26 Chase Road,Thompson, CT 06277
1872,Marianapolis - Saint Alberts,26 Chase Road,Thompson, CT 06277
1873,Greenbriar Apts,7229 Park Heights Ave,Pikesville, MD 21208
1874,Inner Harbor Lofts,36 S Paca St,Baltimore, MD 21201
1875,Villa Avenue Assoc,3121 Villa Ave,Bronx, NY 10468
1876,Amberton Apts,6000 Randolph Blvd,San Antonio, TX 78233
1877,Hillcrest Point Apts,190 Snedel Pl W,Spring Valley, NY 10977
1878,Discover at Riverbend,3350 Peachtree Industrial Blvd,Duluth, GA 30096
1879,Beach Bluff,13801 Beach Blvd,Jacksonville, FL 32224
1881,Euclid Meadows,27300 Euclid Ave,Euclid, OH 44132
1882,Loder Place Apts,215 S Loder Ave,Endicott, NY 13760
1883,47-17 39th Street,47-17 39 St,Sunnyside, NY 11104
1884,45-45 46th Street,45-45 46 St,Woodside, NY 11377
1885,2635 Nostrand Avenue,2635 Nostrand Ave,Brooklyn, NY 11210
1886,33-51 84th Street,33-51 84 St,Jackson Heights, NY 11372
1887,32-06 29th Street,32-06 29th St,Astoria, NY 11106
1888,78-11 Kew Forest Lane,78-11 Kew Forest La,Forest Hills, NY 11375
1889,Wentworth Apts,11291 E Alameda Ave,Aurora, CO 80012
1890,Cedar Run Apts,864 S Oneida St,Denver, CO 80224
1891,2039 Cruger Avenue,2039 Cruger Ave,Bronx, NY 10462
1892,Oakview Apts - Room 1,1701 E Broad St,Millville, NJ 08332
1893,34 Plaza Street East,34 Plaza St E,Brooklyn, NY 11238
1894,Edgehill,3972 Edgehill Ave,Baltimore, MD 21211
1895,Ruxton Towers,8415 Bellona La,Baltimore, MD 21204
1896,Falls Court,1134 Falls Hill Dr,Baltimore, MD 21211
1897,Campus Square Apts,2723 N Charles St,Baltimore, MD 21218
1898,Abundant Life Tower II,5110 Baltimore Nat'l Pike,Baltimore, MD 21229
1899,Abundant Life Towers,3915 Callaway Ave,Baltimore, MD 21215
1900,Sutter Lakes Apts,8104 Webb Rd,Riverdale, GA 30274
1901,Whisper Hollow,12430 Whisper Hollow Dr,Maryland Heights, MO 63043
1903,225-227 Newbury Street,225-227 Newbury St,Boston, MA 02116
1904,Palms at Chimney Rock,6700 Chimney Rock Rd,Houston, TX 77081
1907,Steeples Apts,2151 S Kirkwood Rd,Houston, TX 77077
1908,Steeples Apts,2150 Bentworth Dr,Houston, TX 77077
1909,Powder Mill Village,11306 Evans Trail,Beltsville, MD 20705
1910,Avalon-Mission Ridge,2745 Meadow Lark Dr,San Diego, CA 92123
1911,Greenwich Court,295 Greenwich St,New York, NY 10007
1912,Lincoln Place Apt Homes,1077 Elkgrove Ave,Venice, CA 90291
1913,Wabash Manor,3807 Wabash Ave,Baltimore, MD 21215
1914,Berkshires Town Center,204 E Joppa Rd,Towson, MD 21204
1915,San Martin,22910 Imperial Valley Dr,Houston, TX 77073
1916,Yorktown Apts,2530 Yorktown St,Houston, TX 77056
1917,Georgian Court University - Mercy Hall,900 Lakewood Ave, Mercy Hall 2nd Flr,Lakewood, NJ 08701
1918,Greenpoint Landing F2,5 Blue Slip,Brooklyn, NY 11222
1920,Sharptown Garden Apts,7575 Bissonnet St,Houston, TX 77074
1921,Watermark at Baytown,2700 Ward Rd,Baytown, TX 77520
1922,Fountain Park Apts,12525 S Kirkwood,Stafford, TX 77477
1923,Hillside Creek Apts - IN OFFICE,1730 E Oltorf St - IN OFFICE,Austin, TX 78741
1924,Autumn Woods Apts,9075 Autumn Woods Dr,Indianapolis, IN 46250
1925,Post Heights - BACK ROOM,3015 State St - BACK ROOM,Dallas, TX 75204
1926,321 East 71 Street,321 E 71 St,New York, NY 10021
1927,Brookhaven National Lab,153 Brookhaven Nat'l Lab,Upton, NY 11973
1928,Brookhaven National Lab,363 Brookhaven Nat'l Lab,Upton, NY 11973
1929,1912 Whitley Avenue,1912 Whitley Ave,Los Angeles, CA 90068
1930,Morrowfield Apts,2175A Murray Ave,Squirrel Hill, PA 15217
1931,Royal Richey Village II,5541 Bay Blvd,Port Richey, FL 34668
1932,Palm Bayou,5026 1st St No,St Petersburg, FL 33703
1933,Battery Lane Apts,5015 Battery La,Bethesda, MD 20814
1934,Edgewater Court - OUTSIDE OFFICE,12418 Burt Plaza - OUTSIDE OFFICE,Omaha, NE 68154
1935,Maple View Apts - OUTSIDE OFFICE,3515 N 104 St - OUTSIDE OFFICE,Omaha, NE 68134
1936,Fox Valley Apts - OUTSIDE OFFICE,3904 N 10 Ct - OUTSIDE OFFICE,Omaha, NE 68134
1937,Fox Ridge - OUTSIDE OFFICE,10834 Cottonwood Ln - OUTSIDE OFFICE,Omaha, NE 68164
1938,Willow Creek 7007 - OUTSIDE OFFICE,7007 S 145 St - OUTSIDE OFFICE,Omaha, NE 68138
1939,Charlestown North,8150 Lakecrest Dr,Greenbelt, MD 20770
1940,Webster,3 Webster Ct,Binghamton, NY 13903
1941,Webster,5 Webster Ct,Binghamton, NY 13903
1942,Catalina at Bellaire,998 Bellaire Blvd,Lewisville, TX 75067
1943,6651 Franklin Avenue,6651 Franklin Ave,Los Angeles, CA 90028
1944,Hudson Park Coop,164 Church St,New Rochelle, NY 10805
1945,Heathcote Manor,412 Munro Ave,Mamaroneck, NY 10543
1946,1386 Prospect Avenue,1386 Prospect Ave,Bronx, NY 10459
1947,888 Waller Street,888 Waller St,San Francisco, CA 941174
1948,Harbor Street Lofts,710 Emerson Ave,Syracuse, NY 13204
1949,1170 N Logan,1170 N Logan,Denver, CO 80203
1950,333 Kosciusko St,333 Kosciusko St,Brooklyn, NY 11221
1951,Cromwell Ventures,55 Cromwell St,Providence, RI 02907
1952,801 Bronx River Road,801 Bronx River Rd,Bronxville, NY 10708
1953,Kimberly Coop,1296 Midland Ave,Yonkers, NY 10704
1954,Hampton Apts,17 Hampton Rd,New Brunswick, NJ 08901
1955,811 Bronx River Road,811 Bronx River Rd,Bronxville, NY 10708
1956,821 Bronx River Road,821 Bronx River Rd,Bronxville, NY 10708
1957,Forest Apts- Phase I & II,6756 103rd St,Jacksonville, FL 32210
1958,Westwood Place Apts,7200 Jaywick Ave,Fort Washington, MD 20744
1959,92 Gates Avenue,92 Gates Ave,Brooklyn, NY 11238
1961,GEORGIAN COURT UNIVERSITY,900 LAKEWOOD AVE,LAKEWOOD, NJ 08701
1962,167-171 RADFORD ST,167-171 RADFORD ST,YONKERS, NY 10705
1963,SAM BURT HOUSES,2675 W 36 ST,BROOKLYN, NY 11224
1964,121 PROSPECT AVE,121 PROSPECT AVE,MAMARONECK, NY 10543
1965,Samester Apts,3603 Glengyle Ave,Baltimore, MD 21215
1968,Sunrise Place Apts,2525 Texas St,Tallahassee, FL 32301
1969,350 Lincoln Pl,350 Lincoln Pl,Brooklyn, NY 11238
1970,Horizon Place Apts - Bldg A,2211 Pratt St,Longmont, CO 80501
1971,Horizon Place Apts - Bldg B,2211 Pratt St,Longmont, CO 80501
1972,Horizon Place Apts - Bldg C,2211 Pratt St,Longmont, CO 80501
1973,Sutter Creed,2216 Plum Ln,Arlington, TX 76010
1974,Sage Creek Ranch Apts,3939 Rosemeade Pkwy,Dallas, TX 75287
1975,475 Armstrong Ave,475 Armstrong Ave,Staten Island, NY 10308
1976,36 Clark St,36 Clark St,Brooklyn, NY 11201
1977,Wildwood Apts,660 Wildwood Blvd,Issaquah, WA 98027
1978,Sunrise Terrace Condos,10455 Des Moines Memorial Dr,Seattle, WA 98168
1979,Loves Travel Stop,2966 US Hwy 62,Galvert City, KY 42029
1980,Loves Travel Stop-Rolla 341,I-44 Exit 189,Rolla, MO 65401
1981,Rams Crossing East Apts,1117 City Park Ave,Fort Collins, CO 80521
1982,Colony Oaks Apts - Office,6666 Chimney Rock Rd,Harris, TX 77081
1983,Colony Oaks Apts - Laundry Room 4,6666 Chimney Rock Rd,Harris, TX 77081
1984,GLEN RIDGE APTS,2211 PRATT ST,LONGMONT, CO 80501
1985,525 E 72 St,525 E 72 St,New York, NY 10021
1986,Lake Park Tower Apts,13855 Superior Ave,Cleveland, OH 44118
1987,Top of the Park,4009 Gallatin St,Hyattsville, MD 20781
1988,LOCH LON TOWNHOMES-Room 1,701 S TYLER ST,LOVELAND, CO 80537
1989,LOCH LON TOWNHOMES-Room 2,701 S TYLER ST,LOVELAND, CO 80537
1990,Syldor Coop,108-05 Astoria Blvd,East Elmhurst, NY 11369
1991,Clinton Street Lofts,11 Clinton St,Newark, NJ 07102
1992,Perch on the Lake,5115 Lake Rd,Sheffield Lake, OH 4454
1993,850 W Eastwood Ave,850 W Eastwood Ave,Chicago, IL 60640
1994,Cudahy Tower Apts,925 E Wells St,Milwaukee, WI 53202
1995,SUNSET RIDGE APTS,341 SMITH AVE,NEW HAVEN, CT 06513
1996,ROSEDALE APTS,1801 N ROSEDALE ST,BALTIMORE, MD 21216
1997,233 W 26 ST,233 W 26 ST,NEW YORK, NY 10001
1998,Plantation Meadows Apts,7221 NW 16 St,Plantation, FL 33313
1999,8000 4 AVE,8000 4 AVE,BROOKLYN, NY 11209
2000,MOHEGAN-CROTONA II,2075 MOHEGAN AVE,BRONX, NY 10460
2001,STARLIGHT TOWER,7000 BEACH PLAZA,SAINT PETE BEACH, FL 33706
2002,Saxony Square Condo,527 N Armistead St,Alexandria, VA 22312
2003,OAK HILL VILLAGE,1847 BABCOCK RD,SAN ANTONIO, TX 78229
2004,2310 Holland Ave,2310 Holland Ave,Bronx, NY 10467
2005,Summit Apts,301 Columbus Ave,Syracuse, NY 13210
2006,SUMMIT APTS-2935 S SALINA,2935 S SALINA,SYRACUSE, NY 13205
2007,Spring Meadow Apt,28 Canon Circle,Springfield, MA 01118
2008,Bridgeview Apts,1300 W 9 St,Cleveland, OH 44113
2009,Interbay Colony Apts,6911 Interbay Blvd,Tampa, FL 33616
2010,3401 Riverdale Ave,3401 Riverdale Ave,Bronx, NY 10463
2011,3403 Riverdale Ave,3403 Riverdale Ave,Bronx, NY 10463
2012,3405 Riverdale Ave,3405 Riverdale Ave,Bronx, NY 10463
2013,Westview Towers,6115 Granton Ave,North Bergen, NJ 07047
2014,8600 Apts,8600 16 St,Silver Spring, MD 20910
2015,Penn Southern Apts,4113 Southern Ave,Capitol Heights, MD 20743
2016,Bay Terrace Coop X-Room 1,18-50 211 St,Queens, NY 11360
2017,Bay Terrace Coop X-Room 2,210-15  23 St,Queens, NY 11360
2018,Bay Terrace Coop X-Room 3,18-50 211 St,Queens, NY 11360
2019,Bay Terrace Coop X-Room 4,18-50 211 St,Queens, NY 11360
2020,Waterview Towers,2630 Cropsey Ave,Brooklyn, NY 11214
2021,Cedars of Chili,1 Norfolk Dr,Westgate, NY 14624
2022,1824 Ethan Way,1824 Ethan Way,Sacramento, CA 95825
2023,Kent Village II,25E 40 St,Paterson, NJ 07514
2024,Whitney Place Apts,2720 Whitney Pl,Metairie, LA 70002
2025,Whispering Timbers,6325 Garden Dr,Maumee, OH 43537
2026,2633 telegraph Ave,2633 Telegraph Ave,Oakland, CA 94612
2027,3280 Blue Ridge Cir-Stockton,3280 Blue Ridge Cir,Stockton, CA 95219
2028,Regal Arms Condos,7430 Kennedy Blvd,North Bergen, NJ 07047
2029,290 3rd Ave,290 3rd Ave,New York, NY 10010
2030,Octagon Park Apts,888 Main St,New York, NY 10044
2031,Columbia Plaza - Payflex,2400 Virginia Ave NW,Washington, DC 20037
2032,Falcon Ridge Apts,4603 Cypresswood Dr,Spring, TX 77379
2033,The Bluffs,305 Montefiore St,Lafayette, IN 47905
2034,1414 E 12 St,1414 E 12 St,Brooklyn, NY 11230
2035,RIVER PARK APTS,720 TIDEWATER CIRCLE,MACON, GA 31211
2036,1960 N Pkwy,1960 N Pkwy,Memphis, TN 38112
2037,Drake Manor,541 Pelham Rd,New Rochelle, NY 10805
2038,Mint Urban Infinity,1280 S Birch St,Denver, CO 80246
2039,Penn Southern,4141 Southern Ave,Capitol Heights, MD 20743
2040,Northwood Village,1301 Northwood Blvd,Corsicana, TX 75110
2041,Bullard Creek,5621 Old Bullard Rd,Tyler, TX 75703
2042,Westbrook Village Apts,4000 Westbrook Dr,Brooklyn, OH 44144
2043,United Dominion Realty Trust,2775 Mesa Verde Dr E,Costa Mesa, CA 92626
2044,Westbrook Village Apts,4100 Westbrook Dr,Brooklyn, OH 44144
2045,Westbrook Village apts,4200 Westbrook Dr,Brooklyn, OH 44144
2046,Milbrook Park Apts,6808 Milbrook Park Dr,Baltimore, MD 21215
2047,111 Van Buren St,111 Van Buren St,Brooklyn, NY 11221
2048,67-30 Clyde St,67-30 Clyde St,Forest Hills, NY 11375
2049,50 N Broadway,50 N Broadway,White Plains, NY 10603
2050,14-34 110 St,14-34 110 St,College Point, NY 11356
2051,Bronxville Ridge Coop,808 Bronx River Rd,Bronxville, NY 10708
2052,Highland Terrace,51 3rd St,Clifton, NJ 07011
2053,Highland Terrace,43 3rd St,Clifton, NJ 01011
2054,Highland Terrace,31 3rd St,Clifton, NJ 07011
2056,Holabird East,1700 Holaview Rd,Baltimore, MD 21222
2057,Crossroad Manor,153 E Kennedy Blvd,Lakewood, NJ 08701
2058,Reserve Square Apts,1701 E 12 St,Cleveland, OH 44114
2059,Moncler Isles,6158 Beacon Isles Dr,Tampa, FL 33615
2060,563 Jersey Ave,563 Jersey Ave,Jersey City, NJ 07302
2062,675 Morris Ave-Cornerstone Assoc,675 Morris Ave,Bronx, NY 10451
2063,Infinity Westshore,4800 S West Shore Blvd,Tampa, FL 33611
2064,14-34 110 St,14-34 110 St,College Point, NY 11356
2065,2264 Loring Pl N,2264 Loring Pl N,North Bronx, NY 10468
2066,270 1st St,270 1st St,Mineola, NY 11501
2067,276 1st St,276 1st St,Mineola, NY 11501
2068,Garden Lane Apts-Room 5,1901 Lafayette St,Gretna, LA 70053
2070,Western View Apts,2602 Phyllis Ln,Billings, MT 59102
2071,Fort Totten,5000 Fort Totten Dr NE,Washington, DC 20011
2072,Vanderbilt,12660 Medfield Rd,Houston, TX 77082
2073,The Classic,410 W Lombard St,Baltimore, MD 21201
2074,Marlboro Square,410 W Lombard St,Baltimore, MD 21201
2075,Magnolia Court Condos-1,7618 Forest City Rd,Orlando, FL 32810
2076,380 Mc Lean Avenue,380 Mc Lean Ave,Yonkers, NY 10705
2077,726 East 103rd Street,726 E 103 St,Brooklyn, NY 11236
2078,Bergstol,810 E 152 St,Bronx, NY 10455
2079,1698 Nelson Avenue,1698 Nelson Ave,Bronx, NY 10453
2080,Westminster Chase Apts,6910 Interbay Blvd,Tampa, FL 33616
2081,Aventura Beach Club - Ramada Inn,19201 Collins Ave,Sunny Isles, FL 33160
2082,251 West 19th St,251 West 19th St,New York, NY 10011
2083,Promenade at Uptown,375 Palm Springs Dr,Altamonte Springs, FL 32701
2084,1195/97 Anderson Ave,1195/97 Anderson Ave,Bronx, NY 10452
2086,Desert Palm Village - A,1215 E Vista Del Cerro Dr,Tempe, AZ 85281
2087,Oak Meadow Apts,1450 Oak Meadow Dr,North Vernon, IN 47265
2088,The Cannery,500 E 3 St,Dayton, OH 45402
2089,Laurel Ridge Apts,312 Hatfield St,Northampton, MA 01060
2090,Hawkins Meadow,392 Northampton Rd,Amherst, MA 01002
2091,1-300 Roundhouse Rd,1-300 Roundhouse Rd,Piermont, NY 10968
2092,170 Westminster St,170 Westminster St,Providence, RI 02903-2101
2093,Town Oaks Apts,1331 N Sherwood Forest Dr,Baton Rouge, LA 70815
2094,Nubia Square,3711 Southmore Blvd,Houston, TX 77004
2095,Courtlandt Avenue Assoc,303 E 158 St,Bronx, NY 10451
2096,Skyline Apts,8849 Pearl St,Thornton, CO 80229
2097,Arvada Green,7509 W 72 Ave,Arvada, CO 80003
2098,13069 Lincoln Way-Auburn,13069 Lincoln Way,Auburn, CA 95603
2099,Village of Bright Meadows,14 Lower Gate Ct,Owings Mills, MD 21117
2100,Highland Apts,1172 Roy Vonne Ave SE,Salem, OR 97302
2101,Wisconsin,1201 Ocean Pkwy,Brooklyn, NY 11230
2102,Clocktower Mill Apts,63 Elm St, Fl 1,Manchester, CT 06040-5974
2103,Stepny Place,1800 Silas Deane Hwy,Rocky Hill, CT 06067
2104,Velvet Mill Apts,185 Pine St,Manchester, CT 06044-5884
2105,Rose Hill Estates,10 Gregory Rd,Norwich, CT 06360-6075
2106,Elms Commons,963-967 Elm Commons Dr,Rocky Hill, CT 06067-1833
2107,Eagle Point,8 Michael Rd,New London, CT 06320-2417
2108,2101 S Michigan Ave Apts,2101 S Michigan Ave,Chicago, IL 60616
2109,22-26 Cornelia St,22-26 Cornelia St,New York, NY 10014
2110,1220 Shakespeare Ave,1220 Shakespeare Ave,Bronx, NY 10452
2111,1230 Woodycrest Ave,1230 Woodycrest Ave,Bronx, NY 10452
2112,Western Houston Equities,185 W Houston St,New York, NY 10014
2113,Compass Two B,1544 Boone Ave,Bronx, NY 10460-5600
2114,Hudson View II & III,502 W 145 St,New York, NY 10031
2115,1187 Anderson Ave,1187 Anderson Ave,Bronx, NY 10452
2116,The Maples,303 Maple St,Springfield, MA 01105
2117,20-40 Gladys Ave,20-40 Gladys Ave,Hempstead, NY 11550
2118,205 E 95 St,205 E 95 St,New York, NY 10128
2119,215 E 95 St,215 E 95 St,New York, NY 10128
2120,235 E 95 St,235 E 95 St,New York, NY 10128
2121,Lincoln Plaza,20 W 64 St,New York, NY 10023
2122,Mount Olive Manor,49 Flanders Bartley Rd,Flanders, NJ 07836
2123,Eton,345 E 81 St,New York, NY 10028
2124,Azalea Ridge-Doraville,3214 Valley Bluff Dr,Doraville, GA 30340
2125,Rosedale Gardens,6714 Havenoak Rd,Baltimore, MD 21237
2126,67 Macombs Pl,67 Macombs Pl,New York, NY 10039
2127,Franklin Square Apts,118 Lionhead Ct,Baltimore, MD 21237
2128,Carrollon Manor Apts,8621 Annapolis Rd,New Carrollton, MD 20784
2129,Castleton Gardens,515-565 Castleton Ave,Staten Island, NY 10301
2130,3951 Gouverneur Ave,3951 Gouverneur Ave,Bronx, NY 10463
2131,1915 Palmetto St,1915 Palmetto St,Flushing, NY 11385
2132,Compass Two A,1524 Boone Ave,Bronx, NY 01046
2134,190 Piermont Avenue,190 Piermont Ave,Nyack, NY 10960
2135,Destiny Springs Condo Assn,928 Lake Destiny Rd,Altamonte Springs, FL 32714
2136,Eastwood Oaks,37149 Cody Circle,Hilliard, FL 32046
2137,Lansdowne Crossing Apts,1600 Lansdowne Dr,Jacksonville, FL 32211
2138,Griswold Gardens Apts,37 Salem Ct,Glastonbury, CT 06033-1161
2139,Canyon Crossing Apt II,2302 W Loop 289,Lubbock, TX 79407
2140,Canyon Crossing Apt - front room,2101 W Loop 289-front room,Lubbock, TX 79407
2142,226-230 E 12th St Owners Corp,226 E 12 St,New York, NY 10003
2143,Pequot Highland Apts,10 1st St,Salem, MA 01970
2144,Napoleon Square Apts - A,6110 Renwick Dr,Houston, TX 77081
2145,Napoleon Square Apts - B,6110 Renwick Dr,Houston, TX 77081
2146,Blvd 2010,2010 Bruckner Blvd,Bronx, NY 10473
2147,Palm Beach Estates - A,16818 City View Pl,Houston, TX 77060
2148,Palm Beach Estates - B,16818 City View Pl,Houston, TX 77060
2152,Meadows Apts - back pool,2151 E Southern Ave,Mesa, AZ 85204
2153,Meadows Apts - North Laundry Room,2151 E Southern Ave,Mesa, AZ 85204
2154,Aldus Street Associates,Aldus Street Associates,Bronx, NY 1045
2155,Sundance - South Bldg,1160 S Bellaire St-South Bldg,Glendale, CO 80246
2156,1190 South Bellaire Apts,1190 S Bellaire St,Glendale, CO 80246
2157,Heritage Place at Parkview,9201 E 46 St,Indianapolis, IN 46235
2158,Advenir at Cherry Creek South,1221 S Quebec Way,Denver, CO 80231
2159,Arvada Village,5837 Pierce St,Arvada, CO 80003
2160,Park Edge Apts,395 Porter Lake Dr,Springfield, MA 01106-1265
2161,Pinewood Gardens Apts-Fitness Center,1731 E Little Creek Rd-Fitness Center,Norfolk, VA 23518
2162,Marietta Hotel,2100 Northwest Pkwy,Marietta, GA 30067
2163,Gregory Arms Apts,4 Gregory Pkwy,DeWitt, NY 13214
2164,6001 S Dale Mabry Hwy,6001 S Dale Mabry Hwy,Tampa, FL 33611
2165,Foothill Place,2260 Foothill Dr,Salt Lake City, UT 84109
2166,Foothill Place,2260 Foothill Dr,Salt Lake City, UT 84109
2167,Foothill Place,2260 Foothill Dr,Salt Lake City, UT 84109
2168,Foothill Place,2260 Foothill Dr,Salt Lake City, UT 84109
2169,Foothill Place,2260 Foothill Dr,Salt Lake City, UT 84109
2170,Foothill Place,2260 Foothill Dr,Salt Lake City, UT 84109
2171,George Mason Village Condo,1500 S George Mason Dr,Arlingtron, VA 22204
2172,Orange North Apts,943 W Orange Blosson Trl,Apopka, FL 32712
2173,8715 Burton Way,8715 Burton Way,Los Angeles, CA 90048
2174,PARC500,500 N Congress Ave,West Palm Beach, FL 33401
2175,Lexington Apts,802 Euclid Ave,Miami Beach, FL 33139
2176,Aspen House,3201 Landover St,Alexandria, VA 22305
2177,359 Linden St,359 Linden St,Brooklyn, NY 11237-5706
2178,Liberty House Condo,377 Rector Pl,New York, NY 10280
2179,Distillery Apts,2108 Boston St,Baltimore, MD 21231
2180,Woodcrest Apts,101 S Charter Rd,Glen Burnie, MD 21061
2181,Medici at South Hills,111 S Barranca St,West Covina, CA 91791
2182,Buckingham Village,4319 N Pershing Dr,Arlington, VA 22203
2183,Tower America East Hampton,30 River Ct,Jersey City, NJ 07310
2184,Amory House Condo,125 Pleasant St,Brookline, MA 02446
2185,Seasons Condominium,401 N Armistead St,Alexandria, VA 22312
2186,Kimberly Coop- 3,1300-1304 Midland Ave,Yonkers, NY 10704
2187,Village So North,9017 Contee Rd,Laurel, MD 20708
2188,Palm Beach Estates - C,16818 City View Pl,Houston, TX 77060
2189,Westbrook Apts,1833 Seven Pines Rd,Springfield, IL 62704
2190,Cityspire,150 W 56 St,New York, NY 10019
2191,Westchester Square Phase I-V,4811 Westchester Dr,Austintown, OH 44515
2192,3 Seasons Bldg 1 Condo Inc,16450 Miami Dr,North Miami Beach, FL 33162
2193,Friendship Arms Apts,5805 42 Ave,Hyattsville, MD 20781
2196,410 East 81st St,410 East 81st St,New York, NY 10028
2197,Virginian Arms Apts,2501 Jammes Rd,Jacksonville, FL 32210-3791
2198,Valerie Apts,6226 Valerie St,Houston, TX 77081
2199,South Oaks Apts 1,6002 Rampart St,Houston, TX 77081
2200,South Oaks Apts 2,6002 Rampart St,Houston, TX 77081
2201,Westview Forest Apt,10110 Westview Dr,Houston, TX 77043
2202,75 Wall St,75 Wall St,New York, NY 10005
2203,Charlesmont,3000 Wallford Dr,Dundalk, MD 21222
2204,MONTE CARLO APTS 1,10950 BRIAR FOREST DR.,HOUSTON, TX 77042
2205,MONTE CARLO APTS 2,10950 BRIAR FOREST DR.,HOUSTON, TX 77042
2206,PEQUOT HIGHLAND RM 2,12 1st St,Salem, MA 01970
2207,DEERFIELD RUN,13300 DEERFIELD RD,LAUREL, MD 20708
2208,157 W 79th St,157 W 79th St,New York, NY 10024
2209,Castleton Gardens,525 Castleton Ave,Staten Island, NY 10301
2210,Timber Top Apts,1551 Timber Trail,Akron, OH 44313
2211,Granite Club,8990 Richmond Ave,Houston, TX 77063
2212,The Shores - N Tower,2720 Neilson Way,Santa Monica, CA 90405
2213,Dorado,11800 Montgomery Blvd NE,Albuquerque, NM 87111
2214,Varsity Huntington,611 20th St,Huntington, WV 25703
2215,The Shores - Rm 1,2720 Neilson Way,Santa Monica, CA 90405
2216,Urban Walk,3802 N 27th St,Phoenix, AZ 85016
2217,172 Suydam St,172 Suydam St,Brooklyn, NY 11221
2218,440 E 62 St,440 E 62 St,New York, NY 10065
2219,Forest Ridge-Vistas 1,3040 Stanton Rd SE,Washington, DC 20020
2220,Forest Ridge-Vistas 2,3040 Stanton Rd SE,Washington, DC 20020
2221,Papermill Square Apts,3820 Papermill Square Rd,Knoxville, TN 37909
2222,Hidden Lake Apts 1,7001 Martin Dr,New Orleans, LA 70126
2223,Worthington Square Apts,844 W Saint Clair,Cleveland, OH 44133
2224,CoronadoSprings,1400 SW 107 St,Seattle, WA 98146
2225,Fountains at the Bayou Apts II,11710 Algonquin Dr,Houston, TX 77089
2226,Cypress Gardens Apts,460 Division St,Pleasanton, CA 94566
2227,Marilyn Manor,300 Lookout Ave,Hackensack, NJ 07601
2228,7-Eleven 33558,259 Derwood Cir,Rockville, MD 20850
